"id","profileName","text","date","title","rating","images","helpful"
"R3RW6UF3C6FHOE","Stargen1","
  This is a great book by a fabulous man with great morals and values. He's a great and author. Always so enthusiastic and encouraging in everything that Robin  does. I follow him on Instagram and he never ceases to encourage and enthuse a person to remain committed to giving the best of themselves by investing in yourself. Nothing I can ever argue with. This book will not disappoint anyone who wants to know the way high achievers in personal and professional life create their own definition of success.  A great follow up to 'The Monk who sold his Ferarri' too. Love his work and his key message to maintaining a balanced and constructive life.  Read it and act on it!
","Reviewed in the United Kingdom on 3 January 2019","Great read for everyone and anyone",5,"","168"
"R3C15JHJC44P0Z","Bodum Basher","
  Complete waste. Can be boiled down to one page.
","Reviewed in Canada on 5 December 2018","Get up early. Do exercise. Stay off your phone. Done.",1,"","263"
"R7WB89NB0J2CY","Steven Williamson","
  I normally avoid this kind of book but I took a chance, now I’m about halfway through and I’m not sure I can take much more. So far I have picked up two things that have some utility in the real world: demand more from myself and get up early. That’s all. Everything else has just been a stream of laughable hyperbole, an avalanche of quotes, bizarre analogies (‘... water as clear as Abe Lincoln's conscience', really?) and what is quite honestly an amateurishly crafted story. The caricaturish people in this 'story' do not speak or behave remotely like genuine people and so I have zero interest in anything that happens to them. The dialogue from all the characters is so full of saccharine nonsense that it makes me wonder if the author is actually ingeniously satirising the 'self-improvement' genre but has forgotten to let everyone else in on the joke.I suspect the author has used fiction so that he can make outlandish statements in someone else's voice without having to expand on his concepts in any real depth as would be expected in a non-fiction work. If it had all the fluff removed it would make a pretty solid short pamphlet, but instead we get this bloated volume that is 99% filler. The thing is, I REALLY want to find out if there is eventually anything useful regarding a morning routine further on in the book but I feel like I’m in danger of straining my cringe muscles. Maybe if I DO start getting up at 5am each day I can drink enough coffee to help me wade through the molasses of another chapter by mid-morning.I was going to give this just one star, but I have decided to give it two out of appreciation for the fact that it has made some other mediocre books I’ve bought feel like great literature.Note: I have this book in both the hardcover and audiobook versions so that I could also get through it while driving. The voice recording actually manages to make the characters even less realistic.
","Reviewed in Canada on 11 January 2019","Standard self-improvement drivel dressed up as a boring story.",2,"","236"
"R15XGTCDK08IXV","KayKay","
  I wanted to love this book, it’s an uplifting read but I found it a little challenging and frustrating at times.  RS really needs to employ a tougher editor, the prose is overly woolly and the message of the book could have been delivered with far fewer words.  I was also a little confused with the narrative voice, which was disjointed and confusing at times.  It’s a self help/improvement book written as a fable but the authors perspective and views are overtly displayed in the opinions of the “billionaire”, which in my opinion detracts from the story.Overall it’s a nice book and I will take away and implement some of the recommendations, but if you buy this don’t expect a well structured and robustly edited story, if RS wanted to put as much of himself in this book as he did he would have been better sticking to a simple Non Fiction style.
","Reviewed in the United Kingdom on 25 December 2018","Inspiring but also very frustrating",3,"","58"
"R1IWQXPLFONHLW","Sarah","
  This book helped me reorganize my life and maintain my focus. Highly recommend for all those who want to still enjoy their lives but maintain good work ethics and best performance in everything especially school! Love it!
","Reviewed in Canada on 7 September 2019","Life changer!",5,"","149"
"R8RM7R3DYH8ZR","Richard Ramos - Canada","
  I really loved this book, 5am Club by Robin Sharma. I've been waiting for a years to release his book and finally I got one last Dec2018. I truly admire his teachings and practically apply it on my routine. What I really like the most is the 20/20/20 formula. I am not use to wake at 5am or early because I want to maximize my sleep, but in his book he mentioned about the quality of sleep and how to sleep early so you can get out to bed at 5am. I am now at Day 34 on my 66 days challenge and it's now my routine to wake up at 5am, sometimes I set my alarm at 0450 so I can maximize the first 20min pocket which is Move. I do yoga on this first 20 mins and it revitalize my flexibility and it I felt energetic for the whole day. This book is awesome, my treasure. I want to read it again to capitalize the learnings from the Guru, Robin Sharma! Thanks again Robin. Can't wait to release your next Very Inspiring and Superb book!
","Reviewed in Canada on 16 January 2019","My New Morning Routine - 5Am Club",5,"","157"
"R1D8DGK5VRIORK","matt wheeler","
  Robin’s new book is amazing. It’s a light hearted fable filled with practical and tactical teachings. This will be the best book you’ll read in a decade. It will pay 1000x the cover price....if you take action and do the work. Enjoy. Many thanks to Robin for crating this master piece.  It’s got some far out content, which I loved reading Takes audacity and creativity to make something this practical and entertaining. It’s deep. Dive in and enjoy.
","Reviewed in Canada on 25 February 2019","Phenomenal read. Uplifting, entertaining, and tactical.",5,"","149"
"R3I3ZSEJM6F5YZ","Tim Hodgson","
  Definitely in two minds about this book. Robin Sharma has some great models of excellence in his toolkit, but this one didn't hang together coherently for me. Unlike 'The Monk who sold...' the story here is tortuous and contrived to make his point. The device for introducing random quotes by having them appear on artifacts throughout the book is jarring. It might work in a movie to see these things in the background, but not in a book. The fiction writing feels poor and detracts from the message - attempts to paint a scene or an image pop up to disturb the narrative, much like the doves or butterflies, and the language is stilted and painfully attempts to be trendy. I found myself longing for just one 'anyhow' rather than 'anyhoo', or for the protagonists to be referred to as 'my friends' just to avoid the grating repetition of 'cats'. We are whisked around the world to places that have obviously had an impact on Sharma's life and that he wants to share with us, but that feel as if they are forced into the story for no real purpose, even to the point that the Robben Island visit at the end feels cliched despite the obvious message. Perhaps if we hadn't bounced around the world so much earlier on it wouldn't feel like 'here we go again'. The models introduced for some reason fail to stick in the mind, sliding easily out of our memories perhaps because they are simply restating the things we already know without providing any real hooks to hang them on. I'll reread the penultimate chapter as it does seem to form a good conclusion, but I left the book wishing I had just read that chapter with a little more introduction. It felt like there were some real nuggets of wisdom in there, but wrapped up in too much novelisation to make it easy to extract them. I'll use some of the tools and the ideas to create a better early morning world for myself, but I found myself longing for something that would give me the real tools to sustain such a radical change in my mornings, the practicalities of which seemed to be skated over.I wanted to like this. But somehow it fell short. In 'The Monk Who Sold..' the story and the message were interwoven and depended on each other. Here it felt like an artificial device and maybe this time the use of fiction actually detracts from the message rather than supporting it, causing me to have to work hard to separate the message from the storyline, and finding myself wincing when the two collided, as they seemed to do far too often. There's a romance in there. A life threatening illness. An extra violent business takeover threat. None of them advance the theme of the book one iota. There's good stuff here, but you're going to have to work hard to find it.
","Reviewed in the United Kingdom on 3 February 2019","Not as good as it could have been - hard work awaits!",3,"","34"
"R2H5FLTW6BOCPX","Richard","
  A craftsman records the world as it is. An artist shapes it as he sees it. Robin Sharma is an artist who envisions a new world filled with purposeful competence. And it is not an impossible one to attain. He writes: “There’s a ton of competition at ordinary, but there’s almost none at extraordinary.” Imagine using this in terms of job-hunting and workplace growth. This is just one of many nuggets of good information that takes the reader deep into a journey of self-discovery. The 5 AM Club is the perfect wake-up call to action.  Richard
","Reviewed in Canada on 16 January 2019","The 5 AM Club - The Perfect Wake-Up Call to Action",5,"","129"
"R11IIRYMUGDUC1","Kalle Grabowski","
  I thought this was a nonfiction book with some practical advice about getting up early and hopefully moreIt is not...I honestly only read about 10% of the book. It is a weird story of some entrepreneur at rock bottom attending a tony robbins like event.Besides that it was not what i expected, it is really terribly written. It is boring, the characters are extremely stereotypical and at least the part i read was lacking any surprise or knowledge or anything fascinating.After the 10% I flipped through the rest and it seems to continue like that.It is really just a boring story with no value at all.If you interested into early rising and morning productivity get Hal Elrods Miracle Morning.
","Reviewed in Germany on 12 April 2019","Worst book since long time",1,"","47"
"R4DVBRWD9P7UM","Katie","
  So this is my first self-improvement book about morning routines and whilst I like the sentiment around it, it’s got such a cheesy needless fictional story that I almost gave up. Don’t get me wrong I love a fictional story, but this was just needless drivel to encapsulate what otherwise could have been an informative and inspiring book. I personally would have preferred this just to be a non-fiction “here’s the principle; here’s the benefit; here’s how to implement it”. By all means fluff it out with some examples and inspiring quotes but don’t hang the entire journey on an unbelievable and somewhat predictable fable.
","Reviewed in the United Kingdom on 14 February 2020","Nice sentiment, awful story.",3,"","11"
"R3TXESYAI7TUTL","A man in clover","
  It is Robin Sharma's style to convey information and his life advice through an extended parable.To start with the positive: the guidance the 5AM club conveys inherently good ideas for living a better life. By following its precepts (difficult) I have no doubt all readers will lead a more fulfilling time on earth.However, Mr Sharma is an poor writer without the assistance of a good editor. I get the impression that the expense of an experienced editor was not employed for this book whereas it has on others. The use of language and metaphor is, I am disappointed to say, at times cringeworthy. It really comes down to dialogue and characterisation - the 4 protagonists and in particular the 3 main ones - the Billionaire, the Entrepreneur and the Artist - speak in a stilted, over-elaborate and unrealistic manner. Even accepting that this is a parable and so should be judged by different standards than a novel, the florid language and excess verbiage needed to be toned down or adjusted to real patterns of speech. A good part of the book reads as if written by an enthusiastic 17 year old who has been asked to weave the excellent underlying ideas into a story, guided by some plot ideas from her 12 year old brother.I repeat that the book's underlying themes are valuable, are uplifting and the quotations written on T-shirts, caps etc do contain the wisdom of the ages.So I can just about recommend, but be warned. I was able to read to the end and enjoy despite being regularly irritated by claptrap in the dialogue, but if you do not like poor writing style, you won't get very far.
","Reviewed in the United Kingdom on 31 October 2020","A good message surrounded by poor writing",3,"","1"
"R34E28J02J76UB","Ahmed Ben Mati","
  I got to know Robin Sharma through his YouTube videos and i have to stay I really liked his videos. So when I got his email about his new book, I got excited to pre-order it hoping I will learn more about owning my morning and change my life. I got disappointed just after reading the first few chapters and I didn't find the patience or the motivation to finish it.The only way I can describe this book by saying it is novel written by a bad story teller. I should have waited to read the first reviews before buying it. So, it is a total waste for money . For now, I should just stick with his free videos on YouTube.
","Reviewed in Canada on 10 December 2018","A novel with a bad story telling.",1,"","35"
"R2RQPD6M7UO590","CW4444","
  I’m not sure what I was expecting, but this wan’t it. As a big fan of The Magician’s Way I get the appeal of imparting wisdom through story telling but meh isn’t even a strong enough noise to describe the tedium of trying to get through this. Bleg comes close but not quite.Sadly for me I have little patience for bad books so I reach my “ok that’s enough no more quick returns you’re gonna have to phone us” limit on Amazon quite quickly. And because I’d rather dig my own eyeballs out with plastic spoons than use a telephone to make a call, I am now stuck with this title taunting me on my kindle.I’ve been using the Miracle Morning by Hal Elrond for a few years now and really like that. Figured I’d check this out as a boost to my sacred and fiercely protected morning routine. Ironically I started reading this as part of the “read” part of the miracle morning practice!I kept waiting for it to get better, I bought the book because samples rarely give me a complete experience to be able to judge a book and, I admit, I was swept along by the reviews and the big promises about maximising my entire existence just by getting up an hour earlier.Have I tried anything from the book? Nope. I already get up early and I already spend the morning armouring myself for the day ahead. I am also 45% through the book and have yet to find anything actually actionable, other than get up at 5. There’s an awful lot of story from not a single likeable character, though. Like, a LOT of empty words ...Own your morning elevate your life is the tag line for this book and I agree, that is true, but please believe me when I say that if you can make it through this whole book you don’t need it because you already have a superhuman pain tolerance and enough grit to salt the roads of the UK for 40+ years
","Reviewed in the United Kingdom on 24 December 2020","What a waste of £2.99",1,"","1"
"R3P102TGHGTNTS","C. Allen","
  I guess i should have read the description properly. I thought this would be a step by step guide on how to implement a 5am routine. I wasnt expecting to have to learn it through reading some baffling story with lots of preamble.
","Reviewed in the United Kingdom on 6 February 2019","Baffling",2,"","10"
"R2DK2I4RQUQ9BF","Anne","
  There may be good content in here, but it's hard to find. I couldn't finish it, despite trying pretty hard - I don't like giving up. Any halfway decent editor could have knocked this into shape, but the author is so full of himself he thinks he doesn't need one. It's cliche upon cliche - everything is 'vast' or 'massive'. To be fair, sometimes the text is more unpredictable. 'One could see he was a man of towering depths.' Say what? Sharma's never heard of 'show not tell' - 'you would have enjoyed being there, at that fabulous moment.' It's like Dan Brown on an off day. Buy it if you want to, but the part I did read suggests you get up early and work hard without distractions. Exercise regularly and drink plenty of water.Here and there it's downright offensive. 'Poverty is the consequence of an inner condition, not an outer situation.' Tell that to the starving kids in the Yemen.
","Reviewed in the United Kingdom on 28 March 2021","Please, someone, send Robin Sharma on a writing course",1,"","1"
"RU9KRIAZMGBOS","LB","
  I have read and love most of Robin Sharma’s books, but this one seems to be a total ego trip. I lost track of the number of cliche’s just part way into the book, constantly referring to the spellbinder and the billionaire, but obviously talking egotistically about himself. The stories were so far fetched and wordy - I stuck through to the end because I was convinced it couldn’t be that bad all the way through - unfortunately I was wrong.
","Reviewed in the United Kingdom on 30 September 2019","Cringeworthy",1,"","1"
"RE8TY9E53AAZ","H","
  This book is so poor. It's like a pre-video youtube advert that says 'keep with me and I'll tell you my secret'... over and over... I didn't get that far. A poor story around a billionaire trying to teach the secret of happiness? For me, success isn't all about money, so to cwntre the story around a character called 'the billionaire' is unattractive to say the least. I cant find any redeeming features in this book. Overly long, poorly written and hugely disappointing.  Waste of money and unsatisfying. Not worth one star. I could go on, but I won't. I've not read any of the author's other work, and never will.
","Reviewed in the United Kingdom on 13 August 2020","Don't buy.",1,"","1"
"RT3LCSSAKXNNO","Kevin W.","
  This book is fabulous! I'm reading 11 pages a day so I can read it steadily and complete it by the end of the month. And honestly it a daily mood uplifted and motivator. I'm only a third of the way through and its already help me solve so many of the difficulties I've been experiencing. And this is coming from someone who is constantly involved in personal development. It's by no means the same as everything else. The wisdom in the book and the entertaining, novel like way it is written is in a superior league.
","Reviewed in the United Kingdom on 9 January 2021","Supreme wisdom that has helped me immensely!",5,"","1"
"R1C9DUAI63N42T","Celina","
  I love this book- I have read it two times already; deconstructed it and made study notes from it. I feel he has written this brilliantly in the sense it’s a story however there is so much to take in with the models, strong motivation and amazing insights. Clearly shows Robin has taken the time, love and much effort to craft a book that keeps on giving. The fact he has also provided support- his 5am club app- for you to truly install this life changing habit! Shows to me his dedication to his readers and support. With an open mind you will see transformation.
","Reviewed in the United Kingdom on 3 February 2019","Powerhouse of Tools, Tactics & Support!",5,"","1"
"R19ZG64LTRJH7D","Laura Eirinn","
  Let me tell you the first attempt to read the free sample of the book from Amazon had me pulling a face.  Was it a joke? Was it even a self help book? Was it a really bad novel?  If so, I loathed the lead by page 3.I put it aside and thought I would never buy it.  When it appeared on a list of a reading challenge I wanted to  do, I decide to bite the bullet and force myself to read it.  Now finishing the 5 AM Club entirely, I realise in the words of Robin I wasn’t ready for the life lessons in this pages pages.On second reading, I fell in love with the story of the book.  I am not sure if the characters are real but the principles and processes I have learned I will take up and adopt to see if I can join the club of heroes brave enough to apply this lifestyle.  I believe there is magic to the story of this book and hope to craft it into my life.  A worthy read for anyone willing to change and fight to be their best self.
","Reviewed in the United Kingdom on 31 January 2021","Thought-provoking and worth a shot",5,"","1"
"R2ND3JMQG9VIYK","Amazon Customer","
  I really great insight into positive habit forming and what can be achieved by doing so.  Robin Sharma has created a brilliant fable on how the most successful people create specific habits and produce to become world class.  A must read for any Sharma fan, entrepreneur or anyone who wantsto breath the rare air of legends.The fable can often overlap with insights from the author formed around the billionaire.  This can be quite confusing but still it’s light hearted but hopeful thinking based around the foundations of rising early.
","Reviewed in the United Kingdom on 26 January 2019","The 5am Club by Robin Sharma",4,"","1"
"R1IYVOI2W4TGVG","Daniel McMahon","
  I just want to start by saying I make a point of finishing every book I start, even if I'm not enjoying it. That being said, this book takes the not so proud mantle of being a rare book I just couldn't finish. There are clearly hugely valuable lessons in the book that we can apply to life, but they are all diluted by a hugely excessive back story. It becomes harder and harder to read, and almost comical how the characters seemingly have 6 million lengthy quotes from philosophers embedded in their brain, which they can recite word for word. I would say: get up early, work harder, focus your mind, get the most out of the day. Saved you the utter wishy-washy turmoil of reading this.
","Reviewed in the United Kingdom on 9 July 2020","Difficult and frustrating to read",2,"","1"
"R1PFG9QTTA81V2","joe glennon","
  Get up early. There - I just saved you hours and over 300 pages of badly written, pretentious tripe. I wanted it to be good but It’s the most frustrating book I’ve ever read. If you’re only as good as your last book then I sincerely hope for the authors sake that he has published something since! A story that doesn’t make much sense and dialogue that consists of the characters just puking out quotes and sayings like they were Aristotle reincarnated. A well written 50 page book with the key points and some examples would have been much more enjoyable- but then this probably wouldn’t have fulfilled the authors ego.
","Reviewed in the United Kingdom on 21 January 2021","So bad! Pretentious tripe.",1,"","1"
"R35SAIC2QZNH8M","Sofia","
  I'm a big fan of Robin Sharma's and this book is by far his best ever! So densely packed with advice, lessons and life hacks for personal mastery... and all in the form of a story! Also, just found out today that it comes with an app that helps you with the first 66 days of creating a habit. Great little effort by Sharma that goes a long way in helping his readers. Highly recommended!
","Reviewed in the United Kingdom on 28 January 2019","Amazing!",5,"","1"
"RIP2TKAMRR96","nick","
  This book was so painful to read. I only kept going because i thought this cant be it, it is going to change into a serious self help book at some point. The wording is so poor ""the billionaire"" , ""the entrepreneur"" just keep repeating over and over!!
","Reviewed in the United Kingdom on 28 January 2019","Made my eyes hurt reading this.",1,"","1"
"R1COHFVZ7WUD6X","Leonardo Torres-Nuez","
  This book isn't written as a tool book, like many other personal achievement books. It's an actual story with characters and a plot. During this journey the characters experience things meeting other characters and through this voyage, the teachings of the book are given.The teachings within themselves are simple, relatable, applicable and to be honest, the impact from implementation is although challenging at first, quickly palpable and tangibly noticed.I am loving every minute of this book, can't put it down, I am underlying loads of paragraphs and making a list of quotations.Definitely recommend it to anyone looking into upgrading themselves to reaching their own bests.
","Reviewed in the United Kingdom on 23 January 2019","One of the most entertaining, engaging, life affirming and useful books I've ever read. Period.",5,"","1"
"R100UTC9T22QUB","Christian Raben","
  What I like it is that it's a fable, easier to understand and remember. Robin is a great storyteller and well worth the 4 year wait. You will not regret the buy.
","Reviewed in the United Kingdom on 9 December 2018","Excel and become the best you can be",5,"","1"
"RYG9H1H9SGQR2","RF","
  There are some helpful practicable gems and thoughts to live by... but a fictional world to support it leaves you hollow.It’s a crazy story about a random billionaire and a depressed artist and threatened business woman who had zany adventures and got taught the billionaire’s eccentric plan for life...Personally I skipped the story and looked for diagrams and the explanations of them. The concepts are sound and I’m trying the lifestyle and I feel really good for it. Taking this approach you can get the core of the information without fictitious reinforcement and get those key parts in a couple of afternoons, which means you can action it much faster. As the author says ‘tomorrow is a bonus don’t take it for granted’.
","Reviewed in the United Kingdom on 22 March 2021","Mixed....",2,"","0"
"R3F55BB7UZ27F6","Josh Logan","
  The most poorly written book I've ever read. I assumed it must have been badly translated as the language used is so ridiculous, turns out that's not the case.Just like every other self help book you've ever read but worse as you've got this interminable non-story with ridiculous non-characters to wade through to get to the point that maybe getting up earlier and doing some exercise might be a good thing. The writer should be ashamed and send everyone who baught this they're money back.
","Reviewed in the United Kingdom on 28 December 2019","Burn before reading",1,"","1"
"R13DHN4Q7D0TOX","neil","
  Every page contains new insights.  Brilliant book.  But I think it can be interpreted to fit your own lifestyle.  We all know the vital importance of proper sleep, and enough sleep.  It seems to me that any benefits of the 5am 20/20/20 will all be lost if people sacrifice their sleep to do the routine !  Also, not everyone has such a crazy busy lifestyle that their only free time is at 5am !  So I haven't tried to do the routine yet, but think my own version would be a 6am club...
","Reviewed in the United Kingdom on 20 June 2019","Thought provoking",5,"","1"
"R3TJLQN3306ZQ9","claudia hayes","
  Inspirational and well written!!!! I love Robin and so relevant to today’s hectic life filled with disruptive technology. Simplify and focus on what really matters! Have you time and enjoy peaceful life!
","Reviewed in the United Kingdom on 20 January 2019","Inspiring book",5,"","1"
"R1JJNLJK9UDV1B","Markus S.","
  Unterhaltsam in einer Story verpackt zeigt Robin Sharma auf, warum die ersten Stunden am Tag so wichtig sind. Ich selbst lebe eine vergleichbare Routine seit einigen Jahren, und kann das nur bestätigen. Nahezu alle Menschen in meinem Umfeld laufen ab dem Aufwachen ferngesteuert durch den Tag, und alles andere ist wichtiger, als das eigene Leben, die eigenen Gedanken, Werte, Erwartungen. Erfolgreiche Menschen sind es meist deswegen, weil sie für sich selbst erkannt haben, was sie vom Leben wollen, erwarten, und ihren Fokus danach ausrichten. Die Nachrichten, Social Media Streams oder Whatsapp-Gruppen werden dir dabei in der ersten Stunde deines Tages nicht unterstützen. Nutze diese 60min um dich auf den wichtigsten Menschen in deinem Leben zu fokusieren, auf dich selbst! Denn was hat deine Famile, was haben deine Freunde von dir, wenn es dir nicht gut geht?
","Reviewed in Germany on 10 June 2019","... du kannst nicht nicht kommunizieren!",5,"","23"
"R1HTPK68EASFEX","WayneM","
  One of the best books I have read in this field. Robin Sharma delivers his message in the most absorbing way. Since starting this book I have recommended it to almost everyone I know, I don’t often write reviews but this book demands it.Buy it now, you won’t regret it - own your morning and elevate your life
","Reviewed in the United Kingdom on 25 January 2019","Inspirational",5,"","1"
"R3AENAU6ARXTEW","Farhan Malik","
  The writing style is too boring that I had to put a lot of effort to finish this book. The original idea of the book  is good and self explanatory but the way its presented did not help me at all.  All in all the core of the book could had been described in 100 pages without the need of characters, drama & sermons.
","Reviewed in the United Kingdom on 1 April 2021","Just full of quotes from the other self help literature",1,"","1"
"R22KGF36RWJMO4","Bargous","
  Oh dear Robin. Like some of the other negative reviews I could not finish the book due to the awful storytelling and bad writing. The actual nuggets of information are actually useful if its something you have never read before but they could have been written in a small pdf book rather than this.The language of the characters is incredibly annoying and I found myself flinching at the repeated use of the ""Anyhoo"" and ""you cats"".Stick with his other books and don't bother with this.
","Reviewed in the United Kingdom on 21 June 2019","Pretty dreadful",2,"","1"
"RGDA6V9A2PJ9Z","Miss Smith","
  Having done a brief course with Robin Sharma (Hero, Genius, Legend) I bought this book to further integrate the principles of the 5am club within my life. Absolutely getting up at 5am works! I still struggle with going to bed early enough for this to happen after enough sleep but the book has allowed me to work out my own plan for my current timings until I manage to gradually work towards the telly optimal time. Took me a while to get used to the writing style, but really warmed to it after a while. Currently re - reading it and picking up on bits is missed. Recommended read even if you have no intention of riding that early!
","Reviewed in the United Kingdom on 20 March 2021","5am club really works but you can apply this to a later time too",5,"","0"
"RSNEXEYSVQNZA","Sam","
  One of the best self development books I've read - and I've read a few. Some new concepts for me and some I know but with a different slant. The beauty of this book and its teachings is you can take as much or as little as you want to put into practice. My advice would be to start small and build on the habits. That way you won't quit before you see results. Its also worth reading Robins other books particularly ""The Monk Who Sold His Ferrari "". The real point of difference for me is the story written in front of the concepts but has real practicality. You will get out of this book what you put in.
","Reviewed in the United Kingdom on 30 January 2021","Outstanding - practical,  inspiring and guarantees results",5,"","0"
"R10HZGW75232XR","SARAH ADAMS","
  I have followed Robin Sharma for a long time, and often he would post he was working on this book so when it came out I ordered a copy straight away. I did find the lack of names for the main characters difficult, and some of the hip terms used uncomfortable, but once I got into it I really enjoyed it. The method, the scientific backup and the knowledge this book contains makes it a priceless guide to living a better life. For me the writing style was different, but different is also good!The associated app is motivational, and I am enjoying rising before the dawn!Thank you, Robin Sharma!
","Reviewed in the United Kingdom on 2 May 2019","Waited a long time for the 5AM Club!",5,"","0"
"R13WNQG1RMUVU2","Harpreet Atwal","
  Absolutely phenomenal book.I’ve read hundreds and hundreds of books and this book for someone who desires more and struggles to manage their day is a complete game changer.I would take your time to read this book and implement its advice. His formula is simple but well constructed and once you understand that it takes time and you have physically break down barriers in your brain to implement then you realise the power of this book.
","Reviewed in the United Kingdom on 31 May 2019","A complete game changer",5,"","0"
"R1ZVK5ENT8XBL8","M. Sperrin","
  This is a very odd book. The author has chosen to use a fictional story to deliver some advice on productivity. There are some useful nuggets of advice which is why I gave 2 stars rather than 1. However, the writing is really poor - the story is tedious and painful to read. Interesting approach to try to convey the productivity advice, but overall it just didn't work. Shouldn't have been published in its current form.
","Reviewed in the United Kingdom on 8 September 2020","Some good advice; poorly written",2,"","0"
"R1KFIYM59W7JXT","Dara","
  I have every respect and admiration for Robin Sharma and really wanted to love this book.  The message coming through is sound but the book would have been far better if he had skipped the silly fable and just given us a practical 'how to' guide.
","Reviewed in the United Kingdom on 24 January 2019","Great message but far too much waffle",3,"","1"
"RA2MNH5GG98L4","Jen W","
  Do whatever it takes to restructure your life for greatness. Use the guides in this book and build upon them to master your own great and productive way of living.
","Reviewed in the United Kingdom on 16 February 2019","Utterly life changing. Dont just read. Apply!",5,"","1"
"R3K8XDCVSVTA27","Kindle Customer","
  The author has some fantastic, no doubt life-changing ideas, but all these can be found on his website. I couldn't get past a few sections of this book, terribly written, boring, nonsense dialogue. I'd have rather a factual discussion.
","Reviewed in the United Kingdom on 19 March 2021","Terribly written, find a digest elsewhere",2,"","0"
"R3M0Z1JZPYBZ3J","Geo v","
  Thank you very much . The best book . Astonishing one .
","Reviewed in the United Kingdom on 10 December 2018","Thank you very much .",5,"","1"
"R3A0G8BZUKZDGG","Alister Cryan","
  I read the Monk who sold his Ferrari, it was a good book.  I would recommend it to most people but the 5AM Club is ""Next level"".  This is quite simply one of the greatest books I have ever read.  Read it, study it, implement it.
","Reviewed in the United Kingdom on 18 January 2020","Lifechanging",5,"","1"
"R19T1ZZXNFY59E","Kindle Customer","
  Incredibly inspirational book. It cover many topics that I in fact already knew about, however I hadn't anticipated those facts to be as important as they are until I read this book. Seriously, if you're looking to make a positive impactful change to your life, read this book and make that change. You are the captain of your vessel and master of your soul.
","Reviewed in the United Kingdom on 14 December 2020","Genuinely life changing if you're serious about making a change in your life",5,"","1"
"R14PVSNW7K72UC","Amazon Customer","
  The book has some interesting insights but you need to be patient- it’s written in a horrible way, like business fifty shades of....
","Reviewed in the United Kingdom on 16 January 2020","Try but don’t get too excited",3,"","1"
"R7EDI9T8V6C0C","Mary","
  This book is so badly written it is funny. I literally had to read sentences twice to take in there banal or terrible use of language, how has it been successful when the story is so bad? it goes on forever about absolutely nothing to express a few practical tips for better living. DO NOT BOTHER it's a waste of your life- there are much better self help books out there.
","Reviewed in the United Kingdom on 7 January 2021","THE WORST STORY EVER",1,"","0"
"R3NPTJJIHV3481","Agita","
  Amazing, inspiring and uplifting book! Definitely a must read! Interesting story through the book together with huge amount of great quotes said by great people and life lessons. Thoughts like ""something needs to be changed in my daily routine life"" will definitely come across your mind. Enjoy the book!
","Reviewed in the United Kingdom on 28 March 2019","5 stars definitely",5,"","1"
"RKP6YNPE1PR8X","Marla","
  A lot you may know but a story that captivates the imagination and reignites your inner genius to come alive
","Reviewed in the United Kingdom on 10 January 2019","Outstanding",5,"","1"
"R1SMG2A5BDSL41","Hannah bell","
  This book was a fab read !Gives you that get up and go to be organised and smashing your goals.
","Reviewed in the United Kingdom on 25 July 2020","Love this book! Super motivated",5,"","1"
"R2MYT4VYG9U4PB","Amazon Customer","
  I have read a number of the author’s other books which follow a similar theme. I confess I lost the will about a third of the way into this book. The attempt to make the book into a story about a group of people following a learning journey just started to annoy me. Get up early and read something else.
","Reviewed in the United Kingdom on 8 October 2019","Could be shorter, less flowery and generally better",1,"","1"
"R33E2X6IH9VULS","morphitis","
  Dull story.  Good message. But so boring. I'm persevering but it's a silly vehicle for a great message.
","Reviewed in the United Kingdom on 19 May 2019","Wading through treacle to get diamonds",1,"","1"
"R2RZDCOYW939X8","Shereif & Jenny","
  Amazing book! I am 85 days into 5AM day stacking and my life and confidence has improved massively. It is a fictional sensationalist book and so it may not be for everyone but I personally loved it. Its great Robin gives you free access to his app to help you solidify the 66 day habit.
","Reviewed in the United Kingdom on 2 February 2021","Loved it, changed my life!",5,"","0"
"R2ERFSBCMI4P0J","Amazon Customer","
  There are three or four good tips in here but besides that... it’s not a great read and could be condensed into a blog post. The style of writing and the story are not best. It makes you cringe quite a lot.
","Reviewed in the United Kingdom on 25 March 2021","Too long.",2,"","0"
